folder,inner_folder,method,R,rf-score
37-taxon,true-genetrees/1X-800-true,stelar-MV, 11, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 11, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 11, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 12, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 12, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 12, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 12, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 13, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 13, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 13, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 13, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 14, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 14, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 14, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 14, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 15, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 15, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 15, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 15, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 16, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 16, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 16, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 16, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 17, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 17, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 17, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 17, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 18, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 18, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 18, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 18, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 19, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 19, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 19, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 19, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 20, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 20, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 20, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 20, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 1, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,astral-None, 2, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 3, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 4, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 5, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 6, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 7, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,astral-None, 8, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 9, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 10, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,astral-None, 11, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 12, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,astral-None, 13, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,astral-None, 14, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,astral-None, 15, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 16, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,astral-None, 17, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 18, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 19, 0.0
37-taxon,true-genetrees/1X-200-true,astral-None, 20, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,astral-None, 1, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 2, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 3, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 4, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 5, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 6, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 7, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 8, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 9, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 10, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 11, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 12, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 13, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 14, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 15, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 16, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 17, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 18, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 19, 0.0
37-taxon,true-genetrees/1X-800-true,astral-None, 20, 0.0
